ID_CLIENTE,ANTIGUEDAD_MESES,TIPO_TARJETA,LINEA_CREDITO,RNG_LINEA,DEUDA_TARJETA,SEGMENTO_BANCO,AMBITO,ZONA,EDAD,SEXO,ECIVIL,Total_facturacion,Num_compras
C0000994,R4. [24-MAS>,CLASICA,17200,18000,-14.37,SEGMENTO ORO,L,MODERNA,43,F,CASADO,3514.25,25
C0000995,R4. [24-MAS>,CLASICA,8620,10000,2656.76,SEGMENTO PLATA,L,MODERNA,45,F,CASADO,958.73,13
C0000996,R4. [24-MAS>,CLASICA,8100,10000,2965.03,SEGMENTO PLATA,L,ESTE,31,F,SOLTERO,6563.54,6
C0000997,R4. [24-MAS>,CLASICA,24000,24000,8202.16,SEGMENTO ORO,L,MODERNA,56,M,CASADO,4238.4,12
C0000998,R4. [24-MAS>,CLASICA,21800,22000,3581.8,SEGMENTO PLATA,L,MODERNA,31,M,SOLTERO,2613.8,18
C0000999,R4. [24-MAS>,CLASICA,8400,10000,934.13,SEGMENTO PLATA,L,CALLAO,47,F,CASADO,399.89,1
C0001000,R4. [24-MAS>,CLASICA,6000,6000,3850.69,SEGMENTO PLATA,L,MODERNA,30,F,SOLTERO,456.26,3
C0001005,R4. [24-MAS>,CLASICA,2000,2000,1499.71,SEGMENTO PLATA,L,CALLAO,37,M,SOLTERO,406.8,2
C0001006,R4. [24-MAS>,CLASICA,1200,2000,0,SEGMENTO PLATA,L,MODERNA,29,M,CASADO,1333.8,5
C0001007,R4. [24-MAS>,ORO,24000,24000,0,SEGMENTO PLATA,L,MODERNA,37,M,SOLTERO,2909.58,5
C0001009,R4. [24-MAS>,CLASICA,3000,4000,2825.02,SEGMENTO PLATA,L,MODERNA,,F,CASADO,1616.19,15
C0001010,R4. [24-MAS>,ORO,37500,38000,-14.71,SEGMENTO ORO,L,MODERNA,45,M,SOLTERO,1810.38,19
C0001011,R4. [24-MAS>,CLASICA,1350,2000,1300.73,SEGMENTO PLATA,L,CENTRO,41,M,CASADO,150,3
C0001013,R4. [24-MAS>,CLASICA,21000,22000,579.78,SEGMENTO ORO,L,MODERNA,45,M,SOLTERO,12923.63,13
C0001015,R4. [24-MAS>,ORO,8700,10000,7453.96,SEGMENTO ORO,L,MODERNA,32,M,SOLTERO,1102.65,6
C0001019,R4. [24-MAS>,ORO,18700,20000,0,SEGMENTO PLATA,L,MODERNA,31,F,SOLTERO,4421.95,5
C0001022,R4. [24-MAS>,ORO,7200,8000,1810.21,SEGMENTO PLATA,L,MODERNA,67,F,SOLTERO,2815.39,10
C0001023,R4. [24-MAS>,ORO,5000,6000,0,SEGMENTO PLATA,L,CENTRO,36,M,SOLTERO,723.66,1
C0001025,R4. [24-MAS>,ORO,10000,10000,2959.94,SEGMENTO PLATA,L,MODERNA,37,M,SOLTERO,1412.74,11
C0001026,R4. [24-MAS>,ORO,6000,6000,1733.68,SEGMENTO PLATA,L,CENTRO,30,M,SOLTERO,1908.17,17
C0001027,R3. [12-24 M>,CLASICA,1200,2000,651.75,SEGMENTO PLATA,L,MODERNA,31,F,CASADO,2706.13,25
C0001028,R3. [12-24 M>,ORO,6000,6000,1155.61,SEGMENTO PLATA,L,MODERNA,26,F,SOLTERO,10669.32,23
C0001029,R3. [12-24 M>,ORO,3000,4000,2168.56,SEGMENTO PLATA,L,CALLAO,30,M,SOLTERO,916,3
C0001030,R3. [12-24 M>,ORO,8150,10000,4075.35,SEGMENTO PLATA,L,CENTRO,40,F,SOLTERO,14330.74,13
C0001031,R4. [24-MAS>,CLASICA,22550,24000,0,SEGMENTO PLATA,L,MODERNA,33,F,SOLTERO,259,1
C0001033,R3. [12-24 M>,CLASICA,1210,2000,517.82,SEGMENTO PLATA,L,MODERNA,29,F,SOLTERO,1537.4,6
C0001035,R3. [12-24 M>,ORO,7500,8000,6481.93,SEGMENTO PLATA,L,MODERNA,53,M,CASADO,971.19,6
C0001036,R3. [12-24 M>,CLASICA,2500,4000,0,SEGMENTO PLATA,L,CENTRO,27,F,SOLTERO,585.48,1
C0001043,R3. [12-24 M>,ORO,10000,10000,294.41,SEGMENTO BRONCE,L,MODERNA,35,M,SOLTERO,4574.86,15
C0001044,R3. [12-24 M>,ORO,9000,10000,0,SEGMENTO PLATA,L,NORTE,30,M,SOLTERO,8000,1
C0001045,R3. [12-24 M>,CLASICA,4500,6000,0,SEGMENTO PLATA,L,CENTRO,36,F,SOLTERO,525,3
C0001046,R2. [6-12 M>,PLATINUM,36000,36000,10713.27,SEGMENTO PLATA,L,MODERNA,43,M,CASADO,8843.01,23
C0001047,R2. [6-12 M>,CLASICA,2000,2000,0,SEGMENTO PLATA,L,MODERNA,35,F,CASADO,156.07,3
C0001051,R1. <0-6 M>,CLASICA,1200,2000,1058.63,SEGMENTO BRONCE,L,CENTRO,24,F,SOLTERO,1399.71,12
C0001052,R1. <0-6 M>,PLATINUM,10000,10000,0,SEGMENTO PLATA,L,MODERNA,59,F,CASADO,1360.28,1
C0001054,R1. <0-6 M>,ORO,5750,6000,0,SEGMENTO PLATA,L,CENTRO,,F,SOLTERO,859,1
C0001055,R1. <0-6 M>,ORO,3000,4000,0,SEGMENTO BRONCE,L,MODERNA,24,M,SOLTERO,1449,2
C0001056,R4. [24-MAS>,CLASICA,13650,14000,0,SEGMENTO ORO,L,CALLAO,45,F,SOLTERO,3945.73,1
C0001059,R4. [24-MAS>,ORO,18600,20000,22.29,SEGMENTO ORO,L,MODERNA,,M,CASADO,1391.16,11
C0001061,R4. [24-MAS>,ORO,9370,10000,14.13,SEGMENTO PLATA,L,MODERNA,56,M,CASADO,251.14,6
C0001062,R4. [24-MAS>,CLASICA,6750,8000,-0.8,SEGMENTO PLATA,L,MODERNA,51,F,CASADO,5747.94,20
C0001063,R4. [24-MAS>,ORO,9300,10000,9291.77,SEGMENTO PLATA,L,MODERNA,60,M,DIVORCIADO,6990.96,17
C0001064,R4. [24-MAS>,CLASICA,3000,4000,3034.26,SEGMENTO ORO,L,MODERNA,,M,CASADO,1786.81,19
C0001065,R4. [24-MAS>,ORO,6000,6000,5027.71,SEGMENTO PLATA,L,MODERNA,55,F,DIVORCIADO,1854.42,14
C0001067,R4. [24-MAS>,ORO,20000,20000,1170.32,SEGMENTO ORO,L,ESTE,,M,SOLTERO,18011.72,31
C0001068,R4. [24-MAS>,CLASICA,14000,14000,2253.74,SEGMENTO PLATA,L,MODERNA,,M,CASADO,6757.51,31
C0001070,R4. [24-MAS>,CLASICA,12000,12000,3788.72,SEGMENTO PLATA,L,SUR,48,F,SOLTERO,1197.45,1
C0001071,R4. [24-MAS>,CLASICA,2620,4000,1345.98,SEGMENTO PLATA,L,MODERNA,53,F,CASADO,812.37,1
C0001074,R4. [24-MAS>,CLASICA,16850,18000,1252.05,SEGMENTO PLATA,L,MODERNA,48,M,CASADO,1955.15,8
C0001079,R4. [24-MAS>,ORO,20000,20000,0,SEGMENTO PLATA,L,MODERNA,34,F,SOLTERO,835,2
C0001084,R4. [24-MAS>,ORO,28100,30000,6415.55,SEGMENTO PLATA,L,MODERNA,51,F,CASADO,6579.03,27
C0001085,R4. [24-MAS>,CLASICA,5000,6000,0,SEGMENTO PLATA,L,MODERNA,44,M,SOLTERO,894.99,2
C0001086,R4. [24-MAS>,ORO,9200,10000,0,SEGMENTO PLATA,L,MODERNA,,F,CASADO,2084.15,3
C0001087,R4. [24-MAS>,PLATINUM,15000,16000,7455.41,SEGMENTO ORO,L,MODERNA,41,M,DIVORCIADO,13226.05,10
C0001090,R4. [24-MAS>,CLASICA,4000,4000,3063.4,SEGMENTO BRONCE,L,MODERNA,49,F,SOLTERO,1146.21,2
C0001093,R4. [24-MAS>,CLASICA,35600,36000,-3.37,SEGMENTO BRONCE,L,MODERNA,28,F,SOLTERO,105,1
C0001095,R4. [24-MAS>,ORO,9750,10000,-0.07,SEGMENTO BRONCE,L,MODERNA,33,F,SOLTERO,694.7,6
C0001097,R4. [24-MAS>,ORO,22500,24000,480,SEGMENTO ORO,L,MODERNA,65,M,CASADO,2551.46,10
C0001101,R4. [24-MAS>,ORO,4000,4000,3888.89,SEGMENTO PLATA,L,MODERNA,37,M,CASADO,876.33,9
C0001103,R4. [24-MAS>,ORO,8000,8000,300,SEGMENTO PLATA,L,MODERNA,28,M,SOLTERO,3886.19,24
C0001107,R3. [12-24 M>,PLATINUM,30000,30000,20489.58,SEGMENTO ORO,L,MODERNA,,M,CASADO,345.17,3
C0001108,R2. [6-12 M>,ORO,3000,4000,284.1,SEGMENTO ORO,L,SUR,37,M,SOLTERO,600.17,2
C0001109,R2. [6-12 M>,ORO,5000,6000,-18.98,SEGMENTO PLATA,L,MODERNA,29,F,SOLTERO,4882.06,20
C0001110,R2. [6-12 M>,PLATINUM,25000,26000,0,SEGMENTO ORO,L,MODERNA,,M,CASADO,4256.63,27
C0001112,R1. <0-6 M>,ORO,5000,6000,150.9,SEGMENTO ORO,L,MODERNA,41,M,DIVORCIADO,2358.81,12
C0001114,R1. <0-6 M>,ORO,3000,4000,933.07,SEGMENTO PLATA,L,SUR,33,M,SOLTERO,4175.7,11
C0001116,R4. [24-MAS>,CLASICA,13500,14000,13323.5,SEGMENTO PLATA,L,NORTE,,M,CASADO,14497.25,14
C0001118,R4. [24-MAS>,CLASICA,21750,22000,475.49,SEGMENTO PLATA,L,MODERNA,,F,SOLTERO,1256.77,7
C0001119,R4. [24-MAS>,ORO,9300,10000,-37.86,SEGMENTO PLATA,L,MODERNA,,M,SOLTERO,164.15,1
C0001120,R4. [24-MAS>,CLASICA,29150,30000,13746.17,SEGMENTO PLATA,L,MODERNA,,M,CASADO,8807.95,21
C0001123,R4. [24-MAS>,CLASICA,21400,22000,6579.48,SEGMENTO PLATA,L,MODERNA,48,M,CASADO,10152.64,7
C0001124,R4. [24-MAS>,CLASICA,1600,2000,-6.86,SEGMENTO PLATA,L,MODERNA,40,M,SOLTERO,3473.49,8
C0001125,R4. [24-MAS>,CLASICA,5000,6000,980.18,SEGMENTO PLATA,L,MODERNA,61,F,SOLTERO,2211.98,15
C0001128,R4. [24-MAS>,CLASICA,5000,6000,-8.83,SEGMENTO PLATA,L,MODERNA,45,F,CASADO,745,3
C0001132,R4. [24-MAS>,PLATINUM,39750,40000,8741.46,SEGMENTO PLATA,L,MODERNA,47,M,CASADO,11483.45,20
C0001133,R4. [24-MAS>,CLASICA,6000,6000,4608.64,SEGMENTO ORO,L,MODERNA,59,M,CASADO,2640.12,16
C0001137,R4. [24-MAS>,ORO,6000,6000,2935.78,SEGMENTO PLATA,L,MODERNA,54,F,CASADO,3691.16,6
C0001141,R3. [12-24 M>,ORO,1000,2000,819.24,SEGMENTO ORO,P,PROVINCIA,53,M,CASADO,593.49,6
C0001142,R3. [12-24 M>,CLASICA,6000,6000,5182.69,SEGMENTO PLATA,L,MODERNA,23,F,SOLTERO,3464.02,14
C0001143,R3. [12-24 M>,ORO,4600,6000,5052.23,SEGMENTO PLATA,L,MODERNA,51,M,SOLTERO,3800,21
C0001147,R2. [6-12 M>,ORO,3000,4000,89.04,SEGMENTO PLATA,L,MODERNA,30,M,SOLTERO,621.45,6
C0001149,R1. <0-6 M>,PLATINUM,31500,32000,16511.26,SEGMENTO PLATA,L,MODERNA,,F,SOLTERO,10167.59,10
C0001150,R1. <0-6 M>,ORO,3000,4000,0,SEGMENTO PLATA,L,CENTRO,46,F,CASADO,1199,1
C0001151,R4. [24-MAS>,CLASICA,13200,14000,8547.45,SEGMENTO ORO,L,CENTRO,63,M,CASADO,892,14
C0001152,R4. [24-MAS>,CLASICA,3750,4000,-0.06,SEGMENTO PLATA,L,CENTRO,69,M,CASADO,20,1
C0001153,R4. [24-MAS>,CLASICA,12000,12000,63.69,SEGMENTO BRONCE,L,MODERNA,77,M,CASADO,390,6
C0001155,R4. [24-MAS>,CLASICA,9300,10000,1024.94,SEGMENTO PLATA,L,MODERNA,,M,CASADO,615.92,4
C0001156,R4. [24-MAS>,CLASICA,35400,36000,0,SEGMENTO ORO,L,MODERNA,62,M,CASADO,546.84,8
C0001158,R4. [24-MAS>,CLASICA,12000,12000,1614.56,SEGMENTO PLATA,L,MODERNA,41,F,SOLTERO,385,4
C0001159,R4. [24-MAS>,ORO,9370,10000,0,SEGMENTO ORO,L,MODERNA,58,M,CASADO,182.4,1
C0001160,R4. [24-MAS>,ORO,6250,8000,0,SEGMENTO PLATA,L,MODERNA,84,M,DIVORCIADO,617.62,1
C0001161,R4. [24-MAS>,CLASICA,4000,4000,3246.93,SEGMENTO PLATA,L,MODERNA,32,M,SOLTERO,1770.99,24
C0001163,R4. [24-MAS>,CLASICA,6200,8000,404.36,SEGMENTO PLATA,L,MODERNA,49,M,SOLTERO,3202.53,15
C0001165,R4. [24-MAS>,CLASICA,6250,8000,6090.08,SEGMENTO ORO,L,CALLAO,39,F,CASADO,1300.82,10
C0001168,R4. [24-MAS>,ORO,36000,36000,1385.3,SEGMENTO ORO,L,MODERNA,38,M,SOLTERO,6664.44,17
C0001170,R4. [24-MAS>,CLASICA,1500,2000,1458.07,SEGMENTO PLATA,L,MODERNA,44,M,SOLTERO,1075.8,12
C0001171,R4. [24-MAS>,CLASICA,4050,6000,4300.85,SEGMENTO BRONCE,L,MODERNA,64,M,CASADO,2300.52,5
C0001172,R4. [24-MAS>,CLASICA,26900,28000,7332.64,SEGMENTO PLATA,L,NORTE,59,M,CASADO,5859.39,4
C0001175,R4. [24-MAS>,CLASICA,2500,4000,2060.83,SEGMENTO ORO,L,MODERNA,42,M,CASADO,41,1
C0001176,R4. [24-MAS>,ORO,4800,6000,39.63,SEGMENTO ORO,L,MODERNA,33,F,CASADO,9021.21,19
C0001182,R4. [24-MAS>,ORO,12000,12000,0,SEGMENTO PLATA,L,CENTRO,57,M,CASADO,37,1
C0001184,R4. [24-MAS>,CLASICA,4000,4000,3945.55,SEGMENTO PLATA,L,ESTE,56,F,SOLTERO,1036.57,14
C0001185,R4. [24-MAS>,CLASICA,2700,4000,728.31,SEGMENTO ORO,L,MODERNA,42,M,SOLTERO,828.31,6
C0001189,R4. [24-MAS>,CLASICA,2400,4000,213.84,SEGMENTO PLATA,L,MODERNA,30,M,SOLTERO,641.84,9
C0001191,R4. [24-MAS>,ORO,15000,16000,0,SEGMENTO ORO,L,MODERNA,36,F,CASADO,160.6,1
C0001194,R4. [24-MAS>,CLASICA,1900,2000,737.46,SEGMENTO PLATA,L,CENTRO,32,M,SOLTERO,692.3,1
C0001195,R4. [24-MAS>,CLASICA,3800,4000,1990.9,SEGMENTO PLATA,L,CALLAO,49,F,CASADO,5395,7
C0001197,R4. [24-MAS>,CLASICA,7800,8000,728.01,SEGMENTO PLATA,L,NORTE,31,F,SOLTERO,2139.49,13
C0001199,R4. [24-MAS>,CLASICA,3120,4000,-0.03,SEGMENTO ORO,L,MODERNA,51,M,CASADO,231,6
C0001201,R4. [24-MAS>,CLASICA,12000,12000,143.7,SEGMENTO PLATA,L,MODERNA,31,M,SOLTERO,1520.41,7
C0001204,R4. [24-MAS>,CLASICA,9000,10000,6945.99,SEGMENTO PLATA,L,MODERNA,36,M,SOLTERO,4479.49,28
C0001207,R4. [24-MAS>,CLASICA,1300,2000,1073.72,SEGMENTO PLATA,L,CENTRO,26,F,SOLTERO,3079.88,23
C0001209,R4. [24-MAS>,ORO,6250,8000,2947.64,SEGMENTO PLATA,L,MODERNA,35,M,SOLTERO,1602.82,18
C0001210,R4. [24-MAS>,ORO,10000,10000,-7650.75,SEGMENTO PLATA,L,ESTE,32,M,SOLTERO,19797.25,17
C0001211,R4. [24-MAS>,ORO,25000,26000,963.32,SEGMENTO ORO,L,MODERNA,51,M,CASADO,2589.26,13
C0001215,R4. [24-MAS>,ORO,15000,16000,213.5,SEGMENTO ORO,L,ESTE,25,M,SOLTERO,309.5,1
C0001216,R4. [24-MAS>,ORO,10000,10000,7629.6,SEGMENTO ORO,L,MODERNA,34,F,SOLTERO,502.77,1
C0001219,R4. [24-MAS>,CLASICA,10000,10000,1090.17,SEGMENTO PLATA,L,CALLAO,37,M,SOLTERO,5127.5,24
C0001224,R4. [24-MAS>,ORO,10000,10000,1564.16,SEGMENTO PLATA,L,MODERNA,35,M,SOLTERO,13829.51,17
C0001226,R4. [24-MAS>,CLASICA,1250,2000,273.78,SEGMENTO PLATA,L,NORTE,48,F,SOLTERO,436.9,3
C0001232,R4. [24-MAS>,ORO,16000,16000,11242.12,SEGMENTO ORO,L,SUR,39,M,SOLTERO,3478.76,19
C0001235,R4. [24-MAS>,ORO,7000,8000,4551.62,SEGMENTO ORO,L,MODERNA,56,M,CASADO,8638.33,17
C0001241,R4. [24-MAS>,ORO,24000,24000,-0.36,SEGMENTO ORO,L,MODERNA,44,M,DIVORCIADO,60,1
C0001243,R4. [24-MAS>,ORO,10000,10000,0,SEGMENTO PLATA,L,MODERNA,,M,CASADO,195,3
C0001244,R4. [24-MAS>,ORO,8000,8000,264.86,SEGMENTO ORO,L,MODERNA,,F,SOLTERO,6959.33,30
C0001245,R4. [24-MAS>,CLASICA,3000,4000,2570.49,SEGMENTO PLATA,L,ESTE,,F,SOLTERO,140,1
C0001248,R4. [24-MAS>,CLASICA,4000,4000,3726.27,SEGMENTO PLATA,L,CALLAO,,M,SOLTERO,4000,1
C0001249,R4. [24-MAS>,ORO,31250,32000,2067.47,SEGMENTO PLATA,L,CENTRO,28,F,SOLTERO,3674,9
C0001250,R4. [24-MAS>,PLATINUM,30000,30000,65,SEGMENTO ORO,L,NORTE,57,M,CASADO,390,6
C0001254,R4. [24-MAS>,ORO,25000,26000,-1.38,SEGMENTO BRONCE,L,MODERNA,52,M,CASADO,909.91,3
C0001255,R4. [24-MAS>,ORO,6000,6000,955.31,SEGMENTO PLATA,L,ESTE,27,M,SOLTERO,1696.96,1
C0001257,R4. [24-MAS>,ORO,16000,16000,0,SEGMENTO ORO,L,SUR,33,M,SOLTERO,1919.88,4
C0001259,R3. [12-24 M>,CLASICA,2000,2000,0,SEGMENTO PLATA,L,MODERNA,30,M,SOLTERO,1479.98,8
C0001260,R4. [24-MAS>,ORO,3140,4000,2846.49,SEGMENTO PLATA,L,NORTE,47,M,CASADO,1893.6,31
C0001262,R3. [12-24 M>,CLASICA,1000,2000,917.29,SEGMENTO PLATA,L,MODERNA,26,M,SOLTERO,362.18,28
C0001267,R3. [12-24 M>,CLASICA,2000,2000,160.1,SEGMENTO PLATA,L,CENTRO,31,M,CASADO,3270.11,15
C0001271,R3. [12-24 M>,ORO,16000,16000,851.58,SEGMENTO ORO,L,MODERNA,,M,SOLTERO,3495.11,21
C0001273,R3. [12-24 M>,PLATINUM,15000,16000,359.01,SEGMENTO ORO,L,MODERNA,,M,CASADO,359.01,1
C0001275,R3. [12-24 M>,CLASICA,1000,2000,997.77,SEGMENTO PLATA,L,SUR,30,M,SOLTERO,1804.05,21
C0001276,R3. [12-24 M>,CLASICA,1000,2000,40.5,SEGMENTO PLATA,L,NORTE,28,M,SOLTERO,1214.82,12
C0001281,R3. [12-24 M>,PLATINUM,20000,20000,3304.97,SEGMENTO PLATA,L,CENTRO,32,M,SOLTERO,2803.83,11
C0001284,R3. [12-24 M>,CLASICA,17600,18000,0,SEGMENTO BRONCE,L,SUR,52,M,CASADO,143.85,1
C0001285,R3. [12-24 M>,CLASICA,1500,2000,816.73,SEGMENTO PLATA,L,SUR,42,M,CASADO,376,9
C0001286,R3. [12-24 M>,CLASICA,800,2000,633.72,SEGMENTO PLATA,L,MODERNA,29,M,SOLTERO,813.26,9
C0001288,R3. [12-24 M>,CLASICA,2000,2000,0,SEGMENTO PLATA,L,MODERNA,24,F,SOLTERO,219.9,3
C0001289,R3. [12-24 M>,ORO,2000,2000,388.11,SEGMENTO PLATA,L,NORTE,24,M,SOLTERO,1944.69,28
C0001292,R3. [12-24 M>,ORO,5400,6000,-3,SEGMENTO PLATA,L,SUR,26,M,SOLTERO,112.51,2
C0001293,R3. [12-24 M>,ORO,7400,8000,531.57,SEGMENTO PLATA,L,MODERNA,29,M,SOLTERO,3097.52,21
C0001294,R3. [12-24 M>,ORO,17200,18000,206.84,SEGMENTO PLATA,L,MODERNA,32,F,CASADO,992,4
C0001295,R3. [12-24 M>,ORO,14400,16000,72.2,SEGMENTO PLATA,L,ESTE,24,F,SOLTERO,3803.71,27
C0001299,R3. [12-24 M>,ORO,8200,10000,0,SEGMENTO PLATA,L,MODERNA,,F,SOLTERO,854.94,1
C0001305,R3. [12-24 M>,CLASICA,2000,2000,2176.87,SEGMENTO BRONCE,L,CALLAO,,M,SOLTERO,1280.91,26
C0001306,R3. [12-24 M>,ORO,4000,4000,3506.66,SEGMENTO ORO,L,MODERNA,,F,SOLTERO,331.91,4
C0001307,R3. [12-24 M>,CLASICA,2000,2000,1824.78,SEGMENTO PLATA,L,MODERNA,,F,SOLTERO,2283.84,6
C0001310,R3. [12-24 M>,CLASICA,1413,2000,1321.02,SEGMENTO PLATA,L,MODERNA,29,F,SOLTERO,177.6,3
C0001311,R3. [12-24 M>,ORO,4800,6000,1633.06,SEGMENTO PLATA,L,MODERNA,23,M,SOLTERO,3220.82,10
C0001313,R2. [6-12 M>,CLASICA,1600,2000,1491,SEGMENTO PLATA,L,MODERNA,39,F,SOLTERO,1491,1
C0001317,R2. [6-12 M>,ORO,3000,4000,0,SEGMENTO PLATA,L,CENTRO,29,M,SOLTERO,85,1
C0001318,R2. [6-12 M>,ORO,8700,10000,418.42,SEGMENTO PLATA,L,MODERNA,25,F,SOLTERO,2643.29,8
C0001320,R2. [6-12 M>,ORO,4000,4000,1863.4,SEGMENTO PLATA,L,MODERNA,40,M,SOLTERO,6312.93,24
C0001321,R2. [6-12 M>,CLASICA,900,2000,413.94,SEGMENTO PLATA,L,MODERNA,23,M,SOLTERO,2233.46,24
C0001322,R2. [6-12 M>,ORO,6000,6000,3826.73,SEGMENTO BRONCE,L,MODERNA,33,M,SOLTERO,6432.32,23
C0001324,R2. [6-12 M>,CLASICA,2000,2000,66.65,SEGMENTO PLATA,L,MODERNA,26,F,SOLTERO,1067.97,17
C0001326,R2. [6-12 M>,ORO,5000,6000,81,SEGMENTO PLATA,L,MODERNA,29,F,SOLTERO,292.9,6
C0001327,R2. [6-12 M>,ORO,6000,6000,0,SEGMENTO PLATA,L,MODERNA,27,M,SOLTERO,4117.01,1
C0001328,R2. [6-12 M>,PLATINUM,13800,14000,-43.01,SEGMENTO ORO,L,CENTRO,55,F,DIVORCIADO,3124.8,2
C0001331,R2. [6-12 M>,CLASICA,3000,4000,-0.57,SEGMENTO BRONCE,L,MODERNA,42,M,CASADO,50,1
C0001335,R1. <0-6 M>,PLATINUM,10000,10000,6738.45,SEGMENTO ORO,L,MODERNA,38,F,DIVORCIADO,7001.21,4
C0001336,R1. <0-6 M>,PLATINUM,10000,10000,18.48,SEGMENTO PLATA,L,MODERNA,31,F,SOLTERO,1194.05,16
C0001337,R1. <0-6 M>,ORO,5000,6000,0,SEGMENTO PLATA,L,MODERNA,38,M,CASADO,604.75,9
C0001338,R1. <0-6 M>,ORO,10000,10000,-12.96,SEGMENTO BRONCE,L,ESTE,28,M,SOLTERO,898.04,3
C0001345,R1. <0-6 M>,ORO,8000,8000,0,SEGMENTO BRONCE,L,MODERNA,26,F,SOLTERO,359.1,1
C0001346,R4. [24-MAS>,CLASICA,3600,4000,534.58,SEGMENTO PLATA,L,CENTRO,52,F,SOLTERO,2501.99,26
C0001347,R4. [24-MAS>,PLATINUM,11000,12000,6939.65,SEGMENTO ORO,L,MODERNA,37,M,CASADO,20992.01,22
C0001348,R4. [24-MAS>,CLASICA,18000,18000,8913.82,SEGMENTO ORO,L,CENTRO,48,M,SOLTERO,3515.26,6
C0001349,R4. [24-MAS>,CLASICA,2000,2000,1522.2,SEGMENTO BRONCE,L,ESTE,28,M,SOLTERO,1600,1
C0001350,R4. [24-MAS>,CLASICA,15000,16000,6175.34,SEGMENTO PLATA,L,MODERNA,43,M,SOLTERO,463.88,4
C0001353,R4. [24-MAS>,CLASICA,6700,8000,7015.43,SEGMENTO PLATA,L,ESTE,45,M,SOLTERO,3378.22,22
C0001357,R4. [24-MAS>,CLASICA,3000,4000,2596.77,SEGMENTO ORO,L,SUR,39,F,SOLTERO,2640.35,11
C0001358,R4. [24-MAS>,ORO,29200,30000,3397.27,SEGMENTO ORO,L,CENTRO,32,F,SOLTERO,11500,23
C0001360,R4. [24-MAS>,CLASICA,6000,6000,0,SEGMENTO BRONCE,L,CENTRO,25,F,SOLTERO,728,2
C0001362,R4. [24-MAS>,ORO,3000,4000,2999.87,SEGMENTO PLATA,L,ESTE,31,M,SOLTERO,1777.91,12
C0001364,R3. [12-24 M>,CLASICA,800,2000,61.68,SEGMENTO ORO,L,CENTRO,42,M,SOLTERO,917.64,4
C0001365,R3. [12-24 M>,ORO,5000,6000,-0.38,SEGMENTO ORO,L,SUR,29,M,SOLTERO,52,2
C0001367,R3. [12-24 M>,CLASICA,1500,2000,1286.98,SEGMENTO PLATA,L,MODERNA,38,M,CASADO,63,1
C0001368,R2. [6-12 M>,CLASICA,1275,2000,717.43,SEGMENTO PLATA,L,NORTE,25,F,SOLTERO,901.67,7
C0001370,R4. [24-MAS>,CLASICA,3300,4000,2751.78,SEGMENTO PLATA,L,SUR,53,M,SOLTERO,253.58,3
C0001371,R4. [24-MAS>,CLASICA,18000,18000,0,SEGMENTO PLATA,L,SUR,50,M,CASADO,302.4,3
C0001372,R4. [24-MAS>,CLASICA,1400,2000,1389.02,SEGMENTO ORO,L,SUR,,M,CASADO,1826.65,20
C0001375,R4. [24-MAS>,ORO,17500,18000,5008.15,SEGMENTO PLATA,L,MODERNA,35,M,SOLTERO,1385.6,7
C0001376,R4. [24-MAS>,ORO,3200,4000,336.38,SEGMENTO PLATA,L,SUR,45,F,SOLTERO,3268.11,19
C0001377,R4. [24-MAS>,CLASICA,6150,8000,-1.92,SEGMENTO ORO,L,CALLAO,47,M,SOLTERO,74.2,1
C0001378,R4. [24-MAS>,CLASICA,1000,2000,267.24,SEGMENTO PLATA,L,SUR,35,M,SOLTERO,3198.3,17
C0001381,R4. [24-MAS>,ORO,15000,16000,6512.09,SEGMENTO PLATA,L,MODERNA,50,F,SOLTERO,6321.22,7
C0001382,R4. [24-MAS>,CLASICA,2400,4000,2325.56,SEGMENTO BRONCE,L,SUR,40,F,SOLTERO,791.17,6
C0001383,R4. [24-MAS>,ORO,8000,8000,6756.43,SEGMENTO PLATA,L,SUR,37,M,SOLTERO,1559.29,6
C0001384,R3. [12-24 M>,ORO,16000,16000,2225.59,SEGMENTO BRONCE,L,SUR,58,M,CASADO,6341.58,2
C0001385,R3. [12-24 M>,ORO,4000,4000,3826.1,SEGMENTO PLATA,P,PROVINCIA,49,F,DIVORCIADO,1831.62,9
C0001387,R2. [6-12 M>,CLASICA,3000,4000,1562.35,SEGMENTO PLATA,L,SUR,33,F,CASADO,2474.5,3
C0001389,R1. <0-6 M>,CLASICA,1500,2000,155.5,SEGMENTO PLATA,L,SUR,42,M,CASADO,1743.34,5
C0001390,R1. <0-6 M>,PLATINUM,37500,38000,5458.36,SEGMENTO PLATA,L,SUR,38,F,SOLTERO,1000,1
C0001391,R1. <0-6 M>,PLATINUM,12000,12000,12.53,SEGMENTO ORO,L,MODERNA,60,F,CASADO,4121.89,11
C0001392,R4. [24-MAS>,CLASICA,10000,10000,354.68,SEGMENTO ORO,L,MODERNA,73,M,CASADO,986.49,14
C0001393,R4. [24-MAS>,CLASICA,30000,30000,843.45,SEGMENTO ORO,L,MODERNA,75,M,CASADO,3761,22
C0001394,R4. [24-MAS>,ORO,27300,28000,2953.81,SEGMENTO ORO,L,MODERNA,65,F,DIVORCIADO,179.91,6
