ID_CLIENTE,ANTIGUEDAD_MESES,TIPO_TARJETA,LINEA_CREDITO,RNG_LINEA,DEUDA_TARJETA,SEGMENTO_BANCO,AMBITO,ZONA,EDAD,SEXO,ECIVIL,Total_facturacion,Num_compras
C0000624,R4. [24-MAS>,CLASICA,1500,2000,1523.33,SEGMENTO PLATA,L,MODERNA,78,M,CASADO,433.23,10
C0000625,R4. [24-MAS>,CLASICA,6000,6000,3605.51,SEGMENTO ORO,L,SUR,56,M,CASADO,1791.18,25
C0000628,R4. [24-MAS>,CLASICA,10600,12000,241.27,SEGMENTO PLATA,L,MODERNA,35,F,SOLTERO,2869.18,17
C0000629,R4. [24-MAS>,PLATINUM,30000,30000,-1.98,SEGMENTO ORO,L,MODERNA,53,M,DIVORCIADO,5512.1,7
C0000630,R4. [24-MAS>,CLASICA,3400,4000,3578.61,SEGMENTO ORO,L,NORTE,58,M,CASADO,1457.01,20
C0000631,R4. [24-MAS>,CLASICA,2000,2000,1077,SEGMENTO BRONCE,L,SUR,30,F,DIVORCIADO,1077,2
C0000632,R4. [24-MAS>,ORO,9300,10000,7064.04,SEGMENTO PLATA,L,SUR,68,F,CASADO,1474.74,14
C0000633,R4. [24-MAS>,CLASICA,8000,8000,5667.64,SEGMENTO BRONCE,L,MODERNA,41,M,SOLTERO,2436.25,3
C0000635,R4. [24-MAS>,CLASICA,7500,8000,542.73,SEGMENTO PLATA,L,SUR,49,M,CASADO,953.87,5
C0000637,R4. [24-MAS>,ORO,13500,14000,75,SEGMENTO PLATA,P,PROVINCIA,43,M,SOLTERO,347.4,10
C0000641,R4. [24-MAS>,CLASICA,12000,12000,-0.49,SEGMENTO PLATA,L,CENTRO,36,M,SOLTERO,958,2
C0000642,R4. [24-MAS>,CLASICA,1500,2000,252.16,SEGMENTO PLATA,L,ESTE,37,M,SOLTERO,502.47,2
C0000644,R4. [24-MAS>,CLASICA,2500,4000,2343.86,SEGMENTO PLATA,L,MODERNA,44,F,SOLTERO,795.84,6
C0000646,R4. [24-MAS>,ORO,5620,6000,4505.6,SEGMENTO PLATA,L,SUR,32,M,SOLTERO,994.16,12
C0000647,R4. [24-MAS>,ORO,18000,18000,2889.66,SEGMENTO PLATA,L,MODERNA,54,F,SOLTERO,4008.24,9
C0000648,R4. [24-MAS>,PLATINUM,20000,20000,21686.92,SEGMENTO ORO,L,MODERNA,57,F,SOLTERO,13592.01,30
C0000653,R3. [12-24 M>,CLASICA,1500,2000,1340.49,SEGMENTO PLATA,L,MODERNA,39,F,SOLTERO,1563.85,4
C0000654,R3. [12-24 M>,CLASICA,1300,2000,1266.37,SEGMENTO PLATA,L,MODERNA,47,F,SOLTERO,566.93,14
C0000655,R3. [12-24 M>,CLASICA,1900,2000,-79.37,SEGMENTO PLATA,L,MODERNA,26,F,SOLTERO,908.87,17
C0000656,R3. [12-24 M>,CLASICA,1200,2000,1253.71,SEGMENTO BRONCE,L,MODERNA,49,M,SOLTERO,415.2,18
C0000657,R3. [12-24 M>,ORO,3000,4000,3011.39,SEGMENTO BRONCE,L,ESTE,49,M,CASADO,2655.03,15
C0000658,R2. [6-12 M>,PLATINUM,27000,28000,26998.81,SEGMENTO ORO,L,MODERNA,60,F,SOLTERO,9618.54,17
C0000659,R2. [6-12 M>,CLASICA,1000,2000,1032.43,SEGMENTO BRONCE,L,MODERNA,26,F,SOLTERO,1756.65,26
C0000660,R2. [6-12 M>,CLASICA,1190,2000,532.24,SEGMENTO BRONCE,L,MODERNA,31,M,SOLTERO,977.32,12
C0000661,R2. [6-12 M>,ORO,10100,12000,10089.65,SEGMENTO PLATA,L,MODERNA,42,M,CASADO,11753.05,29
C0000662,R2. [6-12 M>,ORO,4000,4000,3501.83,SEGMENTO PLATA,L,MODERNA,43,F,SOLTERO,4774.6,30
C0000666,R2. [6-12 M>,ORO,3000,4000,64.57,SEGMENTO PLATA,L,MODERNA,59,F,SOLTERO,173.84,1
C0000667,R1. <0-6 M>,ORO,5550,6000,1329.03,SEGMENTO PLATA,L,MODERNA,36,M,SOLTERO,3835.92,13
C0000668,R4. [24-MAS>,ORO,32312,34000,21755.12,SEGMENTO ORO,L,MODERNA,,M,CASADO,5246.1,18
C0000669,R4. [24-MAS>,CLASICA,3750,4000,3540.37,SEGMENTO PLATA,L,CALLAO,39,M,SOLTERO,2481.17,21
C0000672,R4. [24-MAS>,CLASICA,2400,4000,2223.52,SEGMENTO PLATA,L,ESTE,35,M,CASADO,536.83,5
C0000673,R4. [24-MAS>,CLASICA,30000,30000,2406.44,SEGMENTO PLATA,L,ESTE,56,M,CASADO,4594.18,6
C0000674,R4. [24-MAS>,ORO,24000,24000,258,SEGMENTO ORO,L,MODERNA,57,M,SOLTERO,246,8
C0000675,R4. [24-MAS>,ORO,18700,20000,3467.88,SEGMENTO ORO,L,MODERNA,59,M,CASADO,534.54,8
C0000676,R4. [24-MAS>,CLASICA,18750,20000,3518.28,SEGMENTO PLATA,L,CENTRO,38,F,SOLTERO,966.82,7
C0000677,R4. [24-MAS>,CLASICA,8600,10000,2056.31,SEGMENTO PLATA,L,CENTRO,39,F,SOLTERO,1686.56,19
C0000678,R4. [24-MAS>,CLASICA,15000,16000,5192.6,SEGMENTO ORO,L,MODERNA,41,M,CASADO,7109.5,32
C0000679,R4. [24-MAS>,ORO,3200,4000,2155.79,SEGMENTO ORO,L,MODERNA,55,M,CASADO,80.92,1
C0000681,R4. [24-MAS>,CLASICA,12400,14000,0,SEGMENTO ORO,L,ESTE,57,M,DIVORCIADO,1415.04,19
C0000682,R4. [24-MAS>,CLASICA,8000,8000,0,SEGMENTO ORO,L,MODERNA,39,F,SOLTERO,15,1
C0000683,R4. [24-MAS>,CLASICA,4250,6000,3891.89,SEGMENTO PLATA,L,CENTRO,50,F,SOLTERO,1925.75,2
C0000684,R4. [24-MAS>,ORO,30000,30000,794.48,SEGMENTO ORO,L,MODERNA,41,M,CASADO,1004.21,3
C0000686,R4. [24-MAS>,CLASICA,21200,22000,4036.71,SEGMENTO PLATA,L,MODERNA,43,M,SOLTERO,5331.67,10
C0000687,R4. [24-MAS>,CLASICA,2400,4000,1991.93,SEGMENTO BRONCE,L,SUR,,F,CASADO,1084.14,7
C0000688,R4. [24-MAS>,CLASICA,4500,6000,584.42,SEGMENTO PLATA,L,CENTRO,,F,CASADO,611.4,4
C0000689,R4. [24-MAS>,ORO,5000,6000,3121.1,SEGMENTO ORO,L,MODERNA,,F,SOLTERO,606.14,2
C0000693,R4. [24-MAS>,CLASICA,1250,2000,876.21,SEGMENTO PLATA,P,PROVINCIA,,M,CASADO,150.71,1
C0000694,R4. [24-MAS>,CLASICA,15000,16000,103.17,SEGMENTO PLATA,L,CENTRO,57,M,CASADO,1276.34,4
C0000696,R4. [24-MAS>,ORO,7500,8000,5880.85,SEGMENTO PLATA,L,ESTE,53,M,CASADO,8986.44,12
C0000697,R4. [24-MAS>,ORO,32400,34000,1063.4,SEGMENTO PLATA,L,CALLAO,38,M,CASADO,1218,2
C0000698,R4. [24-MAS>,CLASICA,16000,16000,113.64,SEGMENTO PLATA,L,MODERNA,46,F,CASADO,714.8,6
C0000699,R4. [24-MAS>,CLASICA,9000,10000,0,SEGMENTO PLATA,L,MODERNA,46,F,SOLTERO,746.55,2
C0000700,R4. [24-MAS>,ORO,10000,10000,9444.97,SEGMENTO ORO,L,NORTE,52,M,CASADO,4446.34,11
C0000702,R4. [24-MAS>,CLASICA,1000,2000,868.62,SEGMENTO PLATA,L,CENTRO,35,F,SOLTERO,190.26,2
C0000707,R4. [24-MAS>,ORO,5000,6000,2281.69,SEGMENTO PLATA,L,MODERNA,39,M,SOLTERO,4743.97,29
C0000708,R4. [24-MAS>,ORO,14000,14000,2661.59,SEGMENTO ORO,L,CENTRO,38,M,CASADO,165,1
C0000712,R4. [24-MAS>,ORO,10000,10000,1220.21,SEGMENTO PLATA,L,MODERNA,36,F,SOLTERO,7067.25,12
C0000715,R4. [24-MAS>,ORO,5100,6000,0,SEGMENTO PLATA,L,NORTE,49,F,CASADO,899,1
C0000716,R4. [24-MAS>,ORO,22400,24000,464.03,SEGMENTO PLATA,L,ESTE,43,M,CASADO,5229.02,7
C0000717,R4. [24-MAS>,PLATINUM,25000,26000,16118.21,SEGMENTO PLATA,L,MODERNA,56,F,SOLTERO,4922.76,9
C0000721,R3. [12-24 M>,PLATINUM,30000,30000,6493.94,SEGMENTO ORO,L,MODERNA,29,M,SOLTERO,5846,3
C0000727,R3. [12-24 M>,ORO,3600,4000,3184.62,SEGMENTO PLATA,L,MODERNA,49,F,SOLTERO,3631.09,3
C0000728,R3. [12-24 M>,ORO,3000,4000,460.43,SEGMENTO PLATA,L,MODERNA,51,F,CASADO,774.62,1
C0000729,R3. [12-24 M>,ORO,3000,4000,0,SEGMENTO ORO,L,MODERNA,58,M,SOLTERO,1282.54,1
C0000730,R3. [12-24 M>,ORO,7000,8000,57.15,SEGMENTO PLATA,L,SUR,50,F,CASADO,1150.79,10
C0000732,R2. [6-12 M>,CLASICA,3000,4000,0,SEGMENTO PLATA,L,CALLAO,29,M,SOLTERO,1007.61,14
C0000733,R2. [6-12 M>,ORO,6000,6000,229,SEGMENTO BRONCE,L,CENTRO,41,M,SOLTERO,1528,2
C0000734,R2. [6-12 M>,ORO,5600,6000,883.21,SEGMENTO PLATA,L,MODERNA,29,M,CASADO,883.21,2
C0000735,R2. [6-12 M>,ORO,5000,6000,26,SEGMENTO BRONCE,L,ESTE,26,F,SOLTERO,76,1
C0000740,R2. [6-12 M>,ORO,11200,12000,1532.31,SEGMENTO ORO,L,MODERNA,58,M,CASADO,2965.68,6
C0000741,R2. [6-12 M>,CLASICA,4700,6000,0,SEGMENTO PLATA,L,NORTE,42,F,SOLTERO,100,1
C0000742,R2. [6-12 M>,ORO,4000,4000,70,SEGMENTO PLATA,L,CENTRO,40,M,SOLTERO,100,1
C0000744,R2. [6-12 M>,CLASICA,1500,2000,229,SEGMENTO BRONCE,L,CENTRO,56,M,CASADO,229,1
C0000745,R1. <0-6 M>,CLASICA,2000,2000,1975.23,SEGMENTO BRONCE,L,CENTRO,31,F,SOLTERO,2653.01,27
C0000746,R1. <0-6 M>,CLASICA,1200,2000,1121.2,SEGMENTO BRONCE,L,NORTE,49,F,CASADO,1200,1
C0000747,R4. [24-MAS>,CLASICA,4500,6000,4037.41,SEGMENTO BRONCE,L,NORTE,39,M,SOLTERO,1365.17,7
C0000748,R4. [24-MAS>,CLASICA,7500,8000,5936.61,SEGMENTO ORO,L,NORTE,50,M,CASADO,6926.74,8
C0000750,R4. [24-MAS>,CLASICA,6700,8000,788.09,SEGMENTO PLATA,L,MODERNA,41,F,SOLTERO,1029.5,10
C0000751,R4. [24-MAS>,CLASICA,2800,4000,0,SEGMENTO PLATA,L,NORTE,37,M,CASADO,4102.23,8
C0000752,R4. [24-MAS>,CLASICA,1000,2000,0,SEGMENTO PLATA,L,NORTE,36,M,SOLTERO,320.25,1
C0000753,R4. [24-MAS>,CLASICA,8000,8000,1.12,SEGMENTO ORO,L,NORTE,34,M,SOLTERO,696.16,6
C0000757,R4. [24-MAS>,ORO,14400,16000,5947.68,SEGMENTO PLATA,L,NORTE,57,M,CASADO,192,6
C0000760,R3. [12-24 M>,ORO,3740,4000,795.04,SEGMENTO BRONCE,L,CENTRO,,M,CASADO,1374.9,11
C0000762,R2. [6-12 M>,CLASICA,800,2000,66.7,SEGMENTO BRONCE,L,NORTE,,F,SOLTERO,898.1,5
C0000765,R4. [24-MAS>,CLASICA,12960,14000,4105.84,SEGMENTO BRONCE,L,CENTRO,,M,SOLTERO,14331.75,29
C0000768,R4. [24-MAS>,CLASICA,22500,24000,1841.2,SEGMENTO PLATA,L,MODERNA,,M,CASADO,270,8
C0000770,R4. [24-MAS>,CLASICA,30000,30000,806.04,SEGMENTO ORO,L,MODERNA,66,M,CASADO,930,1
C0000771,R4. [24-MAS>,CLASICA,9300,10000,835.29,SEGMENTO PLATA,L,CENTRO,42,F,CASADO,5234.07,24
C0000773,R4. [24-MAS>,CLASICA,9600,10000,8813.74,SEGMENTO PLATA,L,MODERNA,44,M,SOLTERO,1979.48,18
C0000774,R4. [24-MAS>,ORO,8000,8000,2111.22,SEGMENTO ORO,L,CENTRO,42,M,SOLTERO,6759.93,15
C0000775,R4. [24-MAS>,CLASICA,3600,4000,651.2,SEGMENTO PLATA,L,MODERNA,50,F,SOLTERO,4065.21,30
C0000777,R4. [24-MAS>,CLASICA,7200,8000,4134.76,SEGMENTO PLATA,L,CENTRO,35,M,SOLTERO,3438.84,19
C0000778,R4. [24-MAS>,CLASICA,14800,16000,2155.2,SEGMENTO PLATA,L,MODERNA,38,F,CASADO,1044.26,11
C0000781,R4. [24-MAS>,PLATINUM,34000,34000,0,SEGMENTO ORO,L,MODERNA,,M,CASADO,160.52,2
C0000782,R4. [24-MAS>,CLASICA,3000,4000,2687.21,SEGMENTO PLATA,L,CENTRO,29,F,SOLTERO,2985.82,12
C0000784,R4. [24-MAS>,CLASICA,16500,18000,196.74,SEGMENTO PLATA,L,MODERNA,31,M,SOLTERO,1443.63,6
C0000786,R4. [24-MAS>,CLASICA,4500,6000,4563.74,SEGMENTO ORO,L,MODERNA,45,M,SOLTERO,694.31,8
C0000787,R4. [24-MAS>,CLASICA,7200,8000,1699.74,SEGMENTO PLATA,L,MODERNA,,M,CASADO,1925,3
C0000792,R4. [24-MAS>,ORO,12000,12000,1361.75,SEGMENTO ORO,L,ESTE,36,M,SOLTERO,4692.77,31
C0000793,R4. [24-MAS>,CLASICA,3200,4000,2237.77,SEGMENTO PLATA,L,MODERNA,52,F,SOLTERO,45,1
C0000794,R4. [24-MAS>,CLASICA,2400,4000,1676.95,SEGMENTO PLATA,L,SUR,,M,CASADO,2385.24,6
C0000795,R4. [24-MAS>,CLASICA,7400,8000,0,SEGMENTO BRONCE,P,PROVINCIA,31,M,SOLTERO,864,2
C0000796,R4. [24-MAS>,ORO,30000,30000,27377.49,SEGMENTO PLATA,L,MODERNA,48,M,SOLTERO,2719,13
C0000797,R4. [24-MAS>,CLASICA,7800,8000,2113.58,SEGMENTO PLATA,L,MODERNA,61,F,DIVORCIADO,8679.74,14
C0000798,R4. [24-MAS>,CLASICA,9900,10000,0,SEGMENTO PLATA,L,NORTE,55,M,SOLTERO,1001.2,8
C0000799,R4. [24-MAS>,CLASICA,1000,2000,489,SEGMENTO PLATA,L,MODERNA,35,F,SOLTERO,499,1
C0000802,R4. [24-MAS>,CLASICA,1250,2000,1297.05,SEGMENTO BRONCE,L,MODERNA,,M,SOLTERO,626.23,15
C0000804,R4. [24-MAS>,ORO,19688,20000,198.74,SEGMENTO PLATA,L,MODERNA,,F,CASADO,2091.31,15
C0000805,R4. [24-MAS>,ORO,24300,26000,448.31,SEGMENTO PLATA,L,BALNEARIO,,M,CASADO,6096.96,26
C0000807,R4. [24-MAS>,ORO,15000,16000,14464.52,SEGMENTO ORO,L,MODERNA,,M,DIVORCIADO,33976.96,5
C0000810,R4. [24-MAS>,ORO,20000,20000,0,SEGMENTO ORO,L,MODERNA,50,F,DIVORCIADO,780,2
C0000811,R4. [24-MAS>,CLASICA,1000,2000,417.13,SEGMENTO BRONCE,L,NORTE,42,F,SOLTERO,1276.65,11
C0000816,R4. [24-MAS>,PLATINUM,6500,8000,6163.43,SEGMENTO ORO,L,MODERNA,53,M,DIVORCIADO,50540.88,12
C0000817,R4. [24-MAS>,CLASICA,6000,6000,0,SEGMENTO PLATA,L,CALLAO,40,M,SOLTERO,368,1
C0000820,R3. [12-24 M>,CLASICA,1000,2000,67.8,SEGMENTO BRONCE,L,SUR,28,F,SOLTERO,845.6,2
C0000821,R3. [12-24 M>,ORO,9000,10000,6254.26,SEGMENTO PLATA,L,CALLAO,49,M,SOLTERO,440.3,1
C0000824,R4. [24-MAS>,ORO,3000,4000,3180.85,SEGMENTO ORO,L,MODERNA,29,M,SOLTERO,2644.64,9
C0000826,R4. [24-MAS>,CLASICA,2500,4000,1589.57,SEGMENTO BRONCE,L,NORTE,37,F,SOLTERO,351.94,8
C0000827,R4. [24-MAS>,PLATINUM,26200,28000,7121.88,SEGMENTO ORO,L,MODERNA,53,M,CASADO,9740.51,26
C0000831,R4. [24-MAS>,ORO,15810,16000,1183.05,SEGMENTO BRONCE,L,CENTRO,46,M,SOLTERO,4980.58,11
C0000833,R4. [24-MAS>,CLASICA,2600,4000,424.03,SEGMENTO PLATA,L,CENTRO,29,F,SOLTERO,26,1
C0000836,R4. [24-MAS>,CLASICA,2900,4000,2757.71,SEGMENTO PLATA,L,CENTRO,31,M,CASADO,1067.26,13
C0000839,R4. [24-MAS>,ORO,13600,14000,3086,SEGMENTO PLATA,L,MODERNA,65,M,CASADO,10087.45,10
C0000841,R4. [24-MAS>,PLATINUM,22450,24000,453.13,SEGMENTO ORO,L,MODERNA,47,M,CASADO,2109.78,27
C0000844,R4. [24-MAS>,CLASICA,9000,10000,0,SEGMENTO PLATA,L,ESTE,37,M,SOLTERO,649.97,5
C0000847,R4. [24-MAS>,ORO,7500,8000,431.57,SEGMENTO PLATA,L,MODERNA,48,M,CASADO,1088.67,11
C0000849,R3. [12-24 M>,PLATINUM,10000,10000,10038.46,SEGMENTO ORO,L,MODERNA,36,M,SOLTERO,3154.43,17
C0000850,R3. [12-24 M>,ORO,10000,10000,0,SEGMENTO ORO,L,MODERNA,39,F,CASADO,143,1
C0000852,R3. [12-24 M>,PLATINUM,25000,26000,20657.14,SEGMENTO ORO,L,MODERNA,63,F,SOLTERO,4476.66,2
C0000861,R3. [12-24 M>,CLASICA,1600,2000,890.9,SEGMENTO BRONCE,L,NORTE,37,M,SOLTERO,1960.78,23
C0000862,R3. [12-24 M>,ORO,6000,6000,0,SEGMENTO PLATA,L,MODERNA,30,F,SOLTERO,298.5,1
C0000865,R3. [12-24 M>,PLATINUM,17000,18000,17658.93,SEGMENTO ORO,L,MODERNA,48,M,CASADO,7973.34,29
C0000868,R3. [12-24 M>,CLASICA,1400,2000,540.57,SEGMENTO PLATA,L,MODERNA,27,F,SOLTERO,1349.51,5
C0000869,R3. [12-24 M>,ORO,5000,6000,0,SEGMENTO PLATA,L,MODERNA,43,F,CASADO,357,1
C0000871,R3. [12-24 M>,CLASICA,1000,2000,-8.05,SEGMENTO BRONCE,L,NORTE,54,M,SOLTERO,85,2
C0000872,R2. [6-12 M>,CLASICA,3200,4000,3111.11,SEGMENTO PLATA,L,MODERNA,30,M,SOLTERO,798.35,17
C0000874,R2. [6-12 M>,CLASICA,3000,4000,1095.04,SEGMENTO PLATA,L,CALLAO,34,M,CASADO,3072.92,5
C0000875,R2. [6-12 M>,CLASICA,1000,2000,0,SEGMENTO PLATA,L,CALLAO,42,F,SOLTERO,105,3
C0000876,R2. [6-12 M>,PLATINUM,10000,10000,4861.18,SEGMENTO PLATA,L,MODERNA,35,F,SOLTERO,7804.62,15
C0000877,R2. [6-12 M>,CLASICA,1200,2000,0,SEGMENTO PLATA,L,ESTE,,M,SOLTERO,1192.3,10
C0000878,R2. [6-12 M>,CLASICA,5650,6000,305.64,SEGMENTO PLATA,L,MODERNA,,F,SOLTERO,415.8,2
C0000880,R2. [6-12 M>,PLATINUM,22700,24000,9427.14,SEGMENTO ORO,P,PROVINCIA,,M,CASADO,16613.13,31
C0000881,R1. <0-6 M>,CLASICA,800,2000,252.87,SEGMENTO PLATA,L,MODERNA,,M,SOLTERO,365,1
C0000882,R1. <0-6 M>,CLASICA,1000,2000,274.39,SEGMENTO BRONCE,L,NORTE,35,M,SOLTERO,404,1
C0000883,R1. <0-6 M>,CLASICA,2000,2000,1550.51,SEGMENTO PLATA,L,ESTE,34,F,SOLTERO,3372.6,13
C0000885,R1. <0-6 M>,PLATINUM,20000,20000,19746.7,SEGMENTO BRONCE,L,MODERNA,39,M,SOLTERO,2278.9,14
C0000891,R4. [24-MAS>,CLASICA,18750,20000,1005.08,SEGMENTO PLATA,L,MODERNA,58,M,CASADO,918,15
C0000892,R4. [24-MAS>,CLASICA,4200,6000,2031.3,SEGMENTO BRONCE,L,MODERNA,48,M,CASADO,93.06,1
C0000893,R4. [24-MAS>,CLASICA,12450,14000,7025.16,SEGMENTO PLATA,L,MODERNA,38,M,SOLTERO,2420.98,17
C0000895,R4. [24-MAS>,CLASICA,7800,8000,0,SEGMENTO PLATA,L,MODERNA,36,M,SOLTERO,180,3
C0000896,R4. [24-MAS>,ORO,12450,14000,-1.83,SEGMENTO ORO,L,MODERNA,55,M,SOLTERO,1934.78,2
C0000897,R4. [24-MAS>,CLASICA,12500,14000,10673.28,SEGMENTO PLATA,L,MODERNA,50,F,SOLTERO,1608.99,3
C0000898,R4. [24-MAS>,CLASICA,12450,14000,3965.09,SEGMENTO BRONCE,L,MODERNA,29,M,SOLTERO,5202.26,5
C0000899,R4. [24-MAS>,CLASICA,2000,2000,681.55,SEGMENTO PLATA,L,NORTE,36,F,SOLTERO,1020,2
C0000901,R4. [24-MAS>,ORO,9600,10000,9537.43,SEGMENTO PLATA,L,MODERNA,38,M,CASADO,23803.63,25
C0000902,R4. [24-MAS>,ORO,13500,14000,10257.11,SEGMENTO ORO,L,MODERNA,55,M,SOLTERO,8051.9,3
C0000903,R4. [24-MAS>,ORO,20250,22000,14876.53,SEGMENTO BRONCE,L,MODERNA,68,F,DIVORCIADO,1083.15,1
C0000904,R4. [24-MAS>,ORO,24300,26000,0,SEGMENTO ORO,L,ESTE,52,F,CASADO,1144,7
C0000907,R4. [24-MAS>,ORO,10000,10000,10306.29,SEGMENTO ORO,L,CALLAO,32,M,CASADO,1668.65,17
C0000910,R4. [24-MAS>,ORO,2000,2000,90.19,SEGMENTO PLATA,L,CENTRO,50,M,CASADO,1159.72,4
C0000911,R4. [24-MAS>,PLATINUM,32400,34000,3362.48,SEGMENTO PLATA,L,MODERNA,,F,SOLTERO,4123.75,21
C0000912,R3. [12-24 M>,CLASICA,3200,4000,2971.06,SEGMENTO PLATA,L,MODERNA,25,M,SOLTERO,1812.11,17
C0000916,R3. [12-24 M>,ORO,4150,6000,3200.02,SEGMENTO PLATA,L,CALLAO,38,F,SOLTERO,5028.38,23
C0000917,R3. [12-24 M>,CLASICA,1500,2000,420,SEGMENTO ORO,L,MODERNA,38,M,CASADO,1516.86,10
C0000920,R2. [6-12 M>,CLASICA,1000,2000,913.39,SEGMENTO BRONCE,L,MODERNA,32,M,CASADO,2438.36,22
C0000921,R4. [24-MAS>,CLASICA,25900,26000,127.92,SEGMENTO PLATA,L,MODERNA,58,F,SOLTERO,4297.07,30
C0000925,R4. [24-MAS>,CLASICA,12600,14000,4852.59,SEGMENTO ORO,L,MODERNA,,F,SOLTERO,4130.8,3
C0000927,R4. [24-MAS>,CLASICA,11850,12000,0,SEGMENTO BRONCE,L,MODERNA,,F,DIVORCIADO,664.02,1
C0000931,R4. [24-MAS>,CLASICA,12950,14000,487.93,SEGMENTO PLATA,L,MODERNA,,M,SOLTERO,25153.78,19
C0000932,R4. [24-MAS>,CLASICA,13500,14000,-0.9,SEGMENTO PLATA,L,MODERNA,,F,CASADO,2570.06,1
C0000933,R4. [24-MAS>,CLASICA,6000,6000,0,SEGMENTO PLATA,L,CENTRO,35,M,CASADO,999.02,1
C0000934,R4. [24-MAS>,CLASICA,18600,20000,5353.51,SEGMENTO ORO,L,MODERNA,48,F,SOLTERO,4082.27,13
C0000935,R4. [24-MAS>,CLASICA,3240,4000,2858.97,SEGMENTO PLATA,P,PROVINCIA,49,M,CASADO,1019.6,8
C0000936,R4. [24-MAS>,ORO,25000,26000,18880.94,SEGMENTO BRONCE,L,MODERNA,57,M,DIVORCIADO,2443.2,2
C0000943,R4. [24-MAS>,CLASICA,37400,38000,0,SEGMENTO PLATA,L,CENTRO,33,M,SOLTERO,120,3
C0000945,R4. [24-MAS>,ORO,16350,18000,3157.87,SEGMENTO PLATA,L,NORTE,48,M,SOLTERO,3470.36,18
C0000946,R4. [24-MAS>,CLASICA,1200,2000,0,SEGMENTO BRONCE,L,MODERNA,55,M,SOLTERO,105.03,1
C0000947,R4. [24-MAS>,ORO,15000,16000,-34.15,SEGMENTO PLATA,L,MODERNA,36,M,CASADO,1400,1
C0000949,R4. [24-MAS>,CLASICA,2000,2000,369.08,SEGMENTO PLATA,L,MODERNA,38,M,SOLTERO,102.5,1
C0000950,R4. [24-MAS>,CLASICA,1500,2000,1488.61,SEGMENTO ORO,L,MODERNA,58,M,CASADO,294,12
C0000951,R4. [24-MAS>,ORO,30000,30000,343.07,SEGMENTO ORO,L,MODERNA,72,M,CASADO,16270.95,11
C0000952,R4. [24-MAS>,ORO,13500,14000,3484.64,SEGMENTO PLATA,L,MODERNA,48,M,CASADO,1349.36,14
C0000955,R4. [24-MAS>,CLASICA,5000,6000,4918.07,SEGMENTO PLATA,L,MODERNA,54,M,SOLTERO,1718.46,31
C0000958,R4. [24-MAS>,ORO,4030,6000,249.07,SEGMENTO PLATA,L,MODERNA,50,F,SOLTERO,13999.83,25
C0000961,R4. [24-MAS>,ORO,6000,6000,5880.99,SEGMENTO ORO,L,MODERNA,51,F,CASADO,3844.25,24
C0000962,R4. [24-MAS>,ORO,2000,2000,518.28,SEGMENTO ORO,L,MODERNA,39,F,SOLTERO,1234.82,14
C0000963,R3. [12-24 M>,ORO,4500,6000,3294.57,SEGMENTO PLATA,L,MODERNA,33,M,SOLTERO,1006.8,20
C0000964,R3. [12-24 M>,CLASICA,1000,2000,527.94,SEGMENTO BRONCE,L,MODERNA,40,F,SOLTERO,1107,13
C0000966,R3. [12-24 M>,CLASICA,800,2000,0,SEGMENTO BRONCE,L,CALLAO,28,M,SOLTERO,21.8,4
C0000973,R3. [12-24 M>,PLATINUM,30000,30000,9221,SEGMENTO ORO,L,MODERNA,29,M,CASADO,4964.3,15
C0000974,R3. [12-24 M>,PLATINUM,15000,16000,6746.38,SEGMENTO ORO,L,CENTRO,39,M,CASADO,14972.05,14
C0000975,R3. [12-24 M>,CLASICA,1000,2000,833.52,SEGMENTO PLATA,L,ESTE,32,M,SOLTERO,180,1
C0000976,R2. [6-12 M>,ORO,5000,6000,327.92,SEGMENTO ORO,L,NORTE,57,M,CASADO,1639.66,21
C0000977,R2. [6-12 M>,ORO,6000,6000,1664.27,SEGMENTO PLATA,L,MODERNA,63,F,CASADO,2018.62,2
C0000978,R2. [6-12 M>,CLASICA,2000,2000,0,SEGMENTO PLATA,L,MODERNA,38,M,SOLTERO,421.95,1
C0000980,R1. <0-6 M>,ORO,5000,6000,4682.36,SEGMENTO BRONCE,L,MODERNA,45,M,CASADO,5233.11,13
C0000984,R4. [24-MAS>,CLASICA,7200,8000,4987.42,SEGMENTO PLATA,L,CENTRO,35,M,SOLTERO,11404.55,18
C0000985,R4. [24-MAS>,ORO,26560,28000,41,SEGMENTO ORO,L,NORTE,65,M,CASADO,246,6
C0000987,R4. [24-MAS>,ORO,29250,30000,0,SEGMENTO ORO,L,CENTRO,63,M,SOLTERO,5815.43,6
C0000988,R4. [24-MAS>,ORO,18700,20000,10895.28,SEGMENTO ORO,L,MODERNA,71,M,SOLTERO,20771.37,4
C0000989,R4. [24-MAS>,CLASICA,11200,12000,-3.25,SEGMENTO PLATA,L,CALLAO,29,F,SOLTERO,345.1,2
C0000990,R4. [24-MAS>,CLASICA,20150,22000,5427.06,SEGMENTO PLATA,L,ESTE,39,M,SOLTERO,7727.08,12
C0000991,R4. [24-MAS>,CLASICA,8000,8000,0,SEGMENTO PLATA,L,MODERNA,58,F,CASADO,761.3,4
C0000992,R4. [24-MAS>,CLASICA,16000,16000,14771.41,SEGMENTO BRONCE,L,CENTRO,55,M,CASADO,4488.23,13
C0000993,R4. [24-MAS>,ORO,23400,24000,14691.88,SEGMENTO ORO,L,MODERNA,45,M,CASADO,2863.71,19
